Date,Time,Latitude,Longitude,Pitch (degrees),Roll (degrees),Heading (degrees Magnetic),Heave,Temperature in electronics box (degrees C),"Acceleration x, forward (G)","Acceleration y, starboard (G)","Acceleration z, down (G)",Yaw rate [degrees/s],Control Mode,Thrust (% Thrust),Thrust difference (% Thrust),Date (MMDDYY),Time (HHMMSS),Temperature (C),Specific Conductance (uS/cm),Salinity (PPT),Pressure (psia),Depth (m),Chlorophyll (ug/L),ODO (%Sat),ODO (mg/L),Turbidity (FNU),Wiper Position (V)
20260901,115638,25.912468475,-80.1376487,-2.2,0.4,79.2,0.0,43.4,-0.06,0.01,-1.02,1.77,Waypoint,34.0,-3.7,90126.0,115603.0,29.854,46441.3,30.01,0.06,0.039,0.78,81.29,5.22,-0.29,1.2
20260901,115639,25.912470305,-80.13763832166667,-1.6,0.3,81.1,0.0,43.3,-0.02,-0.0,-1.02,0.0,Waypoint,34.0,7.5,90126.0,115604.0,29.849,46414.87,29.99,0.06,0.039,0.79,81.3,5.22,-0.29,1.2
20260901,115640,25.912472325,-80.13762747166666,-1.5,-0.4,78.0,0.0,43.3,-0.06,0.05,-1.0,0.5,Waypoint,33.0,-0.9,90126.0,115605.0,29.846,46409.7,29.99,0.06,0.04,0.82,81.33,5.23,-0.31,1.2
20260901,115641,25.912474471666666,-80.13761574166666,-1.9,-0.5,78.8,0.0,43.3,-0.01,0.01,-0.95,-0.37,Waypoint,33.0,4.0,90126.0,115606.0,29.844,46416.01,29.99,0.06,0.04,0.83,81.36,5.23,-0.3,1.2
20260901,115642,25.912476721666668,-80.137603555,-1.9,0.1,80.3,0.0,43.3,-0.04,-0.02,-1.05,0.37,Waypoint,34.0,3.6,90126.0,115607.0,29.843,46426.57,30.0,0.06,0.04,0.85,81.39,5.23,-0.28,1.2
20260901,115644,25.912478958333335,-80.13759111333333,-1.9,0.3,76.6,0.0,43.3,-0.05,0.02,-1.09,0.26,Waypoint,32.0,-2.9,90126.0,115608.0,29.841,46440.03,30.01,0.06,0.04,0.87,81.4,5.23,-0.26,1.2
20260901,115644,25.91248126,-80.13757881666666,-1.9,-0.1,217.8,0.0,43.3,-0.04,-0.02,-0.98,-0.37,Waypoint,4.6,4.6,90126.0,115609.0,29.84,46483.23,30.04,0.06,0.04,0.92,81.42,5.23,-0.24,1.2
20260901,115645,25.91248345,-80.13756750833333,-2.5,-0.3,217.6,0.0,43.3,-0.06,0.01,-0.98,-0.83,Waypoint,-0.8,31.7,90126.0,115610.0,29.841,46519.57,30.07,0.06,0.04,0.93,81.44,5.23,-0.23,1.2
20260901,115646,25.912485176666667,-80.13755761333333,-1.7,-0.5,209.4,0.0,43.3,-0.08,0.05,-0.96,6.51,Waypoint,-4.3,74.3,90126.0,115611.0,29.843,46549.03,30.09,0.06,0.04,0.98,81.45,5.23,-0.22,1.2
20260901,115648,25.91248527,-80.13754773333334,-2.0,-1.1,204.2,0.0,43.3,0.09,-0.01,-1.08,17.48,Waypoint,-5.2,75.2,90126.0,115612.0,29.846,46552.66,30.09,0.06,0.04,0.99,81.47,5.23,-0.2,1.2
20260901,115648,25.912482195,-80.13753922666666,-2.9,-1.2,174.1,0.0,43.3,-0.13,0.29,-1.23,21.41,Waypoint,-6.3,62.6,90126.0,115613.0,29.85,46539.31,30.08,0.06,0.039,1.02,81.48,5.23,-0.19,1.2
20260901,115649,25.912476891666667,-80.137533445,-2.9,-0.7,158.5,0.0,43.3,-0.08,-0.01,-0.98,14.98,Waypoint,-2.2,2.2,90126.0,115614.0,29.852,46540.6,30.08,0.06,0.039,1.02,81.5,5.24,-0.18,1.2
20260901,115650,25.912472405,-80.13753000166666,-1.9,-0.2,143.3,0.0,43.3,-0.04,0.01,-0.96,6.51,Waypoint,-0.0,-11.3,90126.0,115615.0,29.853,46530.45,30.07,0.06,0.039,1.01,81.52,5.24,-0.17,1.2
20260901,115651,25.912468251666667,-80.13752716,-1.5,-0.1,147.0,0.0,43.3,-0.04,0.1,-0.88,0.67,Waypoint,6.8,-6.8,90126.0,115616.0,29.853,46540.27,30.08,0.06,0.038,1.02,81.55,5.24,-0.16,1.2
20260901,115653,25.912464101666668,-80.13752393833333,-1.9,-0.3,146.7,0.0,43.3,-0.04,0.0,-0.99,-1.17,Waypoint,34.0,9.2,90126.0,115617.0,29.854,46584.2,30.11,0.05,0.038,1.04,81.59,5.24,-0.15,1.2
20260901,115654,25.912458978333333,-80.13751988166666,-1.9,-0.8,146.5,0.0,43.3,-0.04,0.03,-1.07,1.06,Waypoint,34.0,1.2,90126.0,115618.0,29.856,46614.44,30.14,0.05,0.038,1.08,81.6,5.24,-0.13,1.2
20260901,115655,25.912452151666667,-80.13751464,-2.3,-0.8,147.0,0.0,43.3,-0.03,0.01,-1.03,0.39,Waypoint,34.4,8.0,90126.0,115619.0,29.856,46623.12,30.14,0.05,0.038,1.09,81.57,5.24,-0.12,1.2
20260901,115656,25.912443998333334,-80.13750840666667,-2.2,-0.5,142.9,0.0,43.3,-0.02,-0.02,-1.03,-0.61,Waypoint,32.0,0.4,90126.0,115620.0,29.856,46628.07,30.14,0.06,0.038,1.09,81.53,5.24,-0.11,1.2
20260901,115657,25.91243516,-80.137501465,-2.7,-0.4,143.6,0.0,43.3,0.01,-0.03,-1.09,-0.76,Waypoint,32.0,0.1,90126.0,115621.0,29.855,46635.96,30.15,0.06,0.039,1.09,81.49,5.23,-0.1,1.2
20260901,115658,25.912426025,-80.137494205,-2.0,-0.4,149.4,0.0,43.3,-0.03,0.01,-1.05,0.34,Waypoint,32.6,11.9,90126.0,115622.0,29.855,46617.29,30.14,0.06,0.039,1.09,81.46,5.23,-0.09,1.2
20260901,115659,25.912416608333334,-80.13748672833333,-1.0,-0.3,145.7,0.0,43.3,-0.01,-0.02,-0.98,-0.54,Waypoint,34.0,1.2,90126.0,115623.0,29.855,46604.66,30.13,0.06,0.039,1.1,81.43,5.23,-0.09,1.2
20260901,115700,25.912406255,-80.137478565,-0.7,-0.4,335.1,0.0,43.3,-0.04,0.0,-0.9,-0.59,Waypoint,4.5,-4.5,90126.0,115624.0,29.855,46605.3,30.13,0.06,0.039,1.07,81.41,5.23,-0.08,1.2
20260901,115701,25.912397941666665,-80.13747190333333,-0.6,-0.4,325.6,0.0,43.3,-0.02,0.0,-0.79,-0.02,Waypoint,5.0,5.0,90126.0,115625.0,29.855,46614.98,30.14,0.06,0.039,1.05,81.38,5.23,-0.06,1.2
20260901,115702,25.912390678333335,-80.13746605833333,-1.0,-0.7,317.4,0.0,43.3,-0.03,0.02,-0.83,0.62,Waypoint,-0.7,27.2,90126.0,115626.0,29.854,46624.81,30.14,0.06,0.039,1.09,81.37,5.22,-0.07,1.2
20260901,115703,25.912383983333335,-80.13746106166667,-1.0,-0.9,311.4,0.0,43.4,-0.06,0.04,-0.89,6.6,Waypoint,-3.4,73.4,90126.0,115627.0,29.854,46630.81,30.15,0.06,0.039,1.09,81.36,5.22,-0.07,1.2
20260901,115704,25.912376386666665,-80.137457465,-1.0,-1.6,323.2,0.0,43.4,-0.11,0.1,-0.9,17.4,Waypoint,-5.2,75.2,90126.0,115628.0,29.855,46605.93,30.13,0.06,0.039,1.06,81.34,5.22,-0.07,1.2
20260901,115705,25.912368916666665,-80.13745707,-1.5,-1.8,319.0,0.0,43.4,-0.2,0.17,-1.19,25.25,Waypoint,-5.2,75.2,90126.0,115629.0,29.856,46528.36,30.07,0.06,0.038,1.03,81.34,5.22,-0.06,1.2
20260901,115706,25.91236335,-80.13745967,-0.4,-0.6,298.6,0.0,43.4,-0.03,0.03,-0.86,25.3,Waypoint,-5.2,75.2,90126.0,115630.0,29.856,46432.41,30.0,0.06,0.038,1.0,81.35,5.23,-0.06,1.2
20260901,115707,25.912359905,-80.13746350166667,-1.9,-0.6,280.4,0.0,43.4,-0.07,0.05,-1.02,20.9,Waypoint,-4.6,57.6,90126.0,115631.0,29.853,46328.09,29.93,0.05,0.038,0.99,81.41,5.23,-0.07,1.2
20260901,115708,25.912358338333334,-80.13746714166666,-2.2,-1.6,275.5,0.0,43.4,-0.07,0.03,-1.0,12.45,Waypoint,4.0,4.0,90126.0,115632.0,29.85,46257.04,29.88,0.05,0.037,0.96,81.53,5.24,-0.08,1.2
20260901,115709,25.912357675,-80.13746993166667,-2.1,-2.2,262.1,0.0,43.4,-0.04,0.04,-0.97,7.73,Waypoint,21.6,-10.9,90126.0,115633.0,29.846,46187.76,29.83,0.05,0.037,0.94,81.72,5.26,-0.06,1.2
20260901,115710,25.91235710666667,-80.13747320833333,-1.8,-0.0,258.5,0.0,43.4,-0.04,0.03,-1.05,2.01,Waypoint,33.0,-14.0,90126.0,115634.0,29.841,46101.77,29.76,0.05,0.036,0.9,81.9,5.27,0.0,1.2
20260901,115711,25.91235592,-80.13747848333334,-1.5,0.9,264.3,0.0,43.4,0.0,-0.03,-1.07,-0.16,Waypoint,33.4,6.6,90126.0,115635.0,29.836,46069.35,29.74,0.05,0.036,0.89,82.17,5.29,0.02,1.2
20260901,115712,25.912354278333332,-80.13748602166666,-1.4,-1.1,256.8,0.0,43.4,-0.05,0.02,-0.98,1.0,Waypoint,35.3,6.8,90126.0,115636.0,29.835,46065.84,29.74,0.05,0.036,0.93,82.43,5.31,0.02,1.2
20260901,115713,25.9123524,-80.137495365,-1.4,-0.2,258.6,0.0,43.4,0.04,0.0,-1.01,0.84,Waypoint,33.6,2.3,90126.0,115637.0,29.838,46073.2,29.74,0.05,0.036,0.9,82.75,5.33,0.01,1.2
20260901,115714,25.912350141666668,-80.13750577666667,-1.4,-0.0,260.0,0.0,43.4,-0.01,-0.05,-0.98,-0.48,Waypoint,33.0,3.2,90126.0,115638.0,29.843,46078.72,29.75,0.05,0.037,0.85,83.02,5.34,-0.01,1.2
20260901,115715,25.912347676666666,-80.13751653333334,-1.5,-0.0,262.8,0.0,43.4,-0.02,-0.02,-1.01,0.1,Waypoint,34.0,9.4,90126.0,115639.0,29.851,46080.28,29.75,0.05,0.037,0.87,83.32,5.36,-0.01,1.2
20260901,115716,25.91234515,-80.13752764,-1.5,0.4,260.1,0.0,43.4,-0.03,-0.0,-1.01,0.07,Waypoint,34.4,6.3,90126.0,115640.0,29.857,46085.45,29.75,0.05,0.037,0.89,83.56,5.38,-0.02,1.2
20260901,115717,25.912342535,-80.13753905833333,-1.7,0.1,261.8,0.0,43.4,0.0,0.01,-0.98,0.27,Waypoint,34.0,7.1,90126.0,115641.0,29.864,46109.78,29.77,0.05,0.037,0.89,83.82,5.39,-0.03,1.2
20260901,115718,25.912339908333333,-80.13755088166667,-1.7,-0.9,259.1,0.0,43.4,-0.02,-0.02,-0.99,-0.06,Waypoint,33.0,3.9,90126.0,115642.0,29.87,46184.55,29.82,0.05,0.037,0.9,84.08,5.41,-0.02,1.2
20260901,115719,25.912337303333334,-80.13756255,-2.4,-0.2,96.2,0.0,43.4,-0.07,-0.02,-1.0,-1.13,Waypoint,4.6,-4.6,90126.0,115643.0,29.878,46264.68,29.88,0.05,0.037,0.91,84.23,5.42,-0.03,1.2
20260901,115720,25.912334568333332,-80.13757373166666,-2.6,-0.3,101.3,0.0,43.4,-0.05,-0.01,-1.0,-1.19,Waypoint,-0.6,-35.7,90126.0,115644.0,29.887,46359.38,29.95,0.05,0.037,0.93,84.39,5.42,-0.04,1.2
20260901,115721,25.912331876666666,-80.13758276333333,-1.7,-0.2,105.9,0.0,43.4,0.02,0.06,-1.03,-11.1,Waypoint,-5.1,-75.1,90126.0,115645.0,29.899,46433.77,30.0,0.05,0.037,0.98,84.54,5.43,-0.02,1.2
20260901,115722,25.91232723,-80.13759017333334,-2.5,1.1,103.1,0.0,43.4,-0.06,-0.05,-0.96,-23.74,Waypoint,-5.2,-75.2,90126.0,115646.0,29.911,46518.05,30.06,0.05,0.037,1.0,84.63,5.43,-0.04,1.2
20260901,115723,25.912321353333333,-80.13759336,-1.2,1.5,114.5,0.0,43.4,-0.07,-0.06,-0.96,-26.32,Waypoint,-5.2,-75.2,90126.0,115647.0,29.926,46581.49,30.11,0.05,0.037,1.0,84.72,5.44,-0.06,1.2
20260901,115724,25.912316523333335,-80.13759293666666,-1.5,1.0,149.8,0.0,43.4,-0.06,-0.02,-1.0,-21.39,Waypoint,-10.1,-35.2,90126.0,115648.0,29.94,46619.34,30.14,0.05,0.037,1.02,84.78,5.44,-0.09,1.2
20260901,115725,25.912313511666667,-80.137591295,-1.9,-0.3,161.3,0.0,43.5,-0.04,-0.0,-0.98,-13.41,Waypoint,0.0,0.0,90126.0,115649.0,29.953,46614.02,30.13,0.05,0.037,1.06,84.81,5.44,-0.17,1.2
20260901,115726,25.912311366666668,-80.13758965333334,-2.7,-0.2,168.1,0.0,43.5,-0.05,0.02,-1.06,-6.12,Waypoint,1.5,54.3,90126.0,115650.0,29.96,46604.43,30.12,0.05,0.037,1.04,84.87,5.44,-0.18,1.2
20260901,115727,25.912309076666666,-80.13758833666667,-1.8,-0.0,164.4,0.0,43.5,0.03,-0.04,-0.96,2.89,Waypoint,19.1,19.1,90126.0,115651.0,29.965,46612.39,30.13,0.05,0.037,1.04,84.96,5.45,-0.19,1.2
20260901,115728,25.912304518333332,-80.13758617,-2.7,-0.2,159.0,0.0,43.4,-0.04,-0.01,-1.03,1.41,Waypoint,34.0,-2.3,90126.0,115652.0,29.968,46615.46,30.13,0.05,0.037,1.07,85.05,5.45,-0.19,1.2
20260901,115729,25.912299061666666,-80.13758367833333,-2.5,-0.5,161.4,0.0,43.4,-0.04,0.03,-1.07,-0.87,Waypoint,32.7,6.7,90126.0,115653.0,29.972,46639.38,30.15,0.05,0.037,1.07,85.14,5.46,-0.18,1.2
20260901,115730,25.91229116,-80.13758002166666,-2.6,-0.5,160.5,0.0,43.4,-0.06,0.01,-1.02,-0.65,Waypoint,35.3,-1.9,90126.0,115654.0,29.976,46664.73,30.17,0.05,0.037,1.09,85.26,5.46,-0.18,1.2
20260901,115731,25.91228266,-80.13757610333333,-1.8,-0.4,158.6,0.0,43.4,-0.02,0.02,-0.98,0.66,Waypoint,32.0,-4.3,90126.0,115655.0,29.979,46684.28,30.18,0.05,0.037,1.08,85.33,5.47,-0.19,1.2
20260901,115732,25.912273271666667,-80.13757182833334,-1.9,-0.3,158.3,0.0,43.4,0.01,0.02,-0.98,-0.08,Waypoint,31.0,-2.3,90126.0,115656.0,29.981,46691.75,30.19,0.05,0.038,1.03,85.4,5.47,-0.21,1.2
20260901,115733,25.912263486666667,-80.13756729833334,-2.6,-0.3,161.1,0.0,43.4,-0.05,-0.02,-1.04,-0.6,Waypoint,34.0,5.6,90126.0,115657.0,29.982,46696.73,30.19,0.05,0.038,1.04,85.42,5.47,-0.2,1.2
20260901,115734,25.912253455,-80.13756251833334,-1.8,-0.2,159.7,0.0,43.4,-0.03,0.05,-1.05,0.19,Waypoint,33.0,-0.1,90126.0,115658.0,29.981,46686.0,30.18,0.05,0.038,1.01,85.41,5.47,-0.21,1.2
20260901,115735,25.912243241666665,-80.13755766166666,-1.3,-0.2,161.8,0.0,43.4,-0.0,0.01,-0.95,0.45,Waypoint,34.0,2.8,90126.0,115659.0,29.981,46680.96,30.18,0.05,0.038,1.01,85.38,5.47,-0.22,1.2
20260901,115736,25.912232796666668,-80.13755265166667,-1.8,-0.2,161.7,0.0,43.4,-0.02,0.01,-0.96,0.13,Waypoint,34.0,4.3,90126.0,115700.0,29.978,46685.14,30.18,0.05,0.038,0.98,85.34,5.47,-0.21,1.2
20260901,115737,25.912222286666665,-80.13754758166667,-2.6,-0.2,161.2,0.0,43.4,-0.05,0.03,-1.04,-0.16,Waypoint,30.0,5.4,90126.0,115701.0,29.977,46690.39,30.19,0.05,0.038,1.0,85.27,5.46,-0.21,1.2
20260901,115738,25.912212241666666,-80.13754262666667,-3.2,-0.2,10.2,0.0,43.4,-0.08,0.01,-1.03,-0.59,Waypoint,5.0,-5.0,90126.0,115702.0,29.973,46704.07,30.2,0.05,0.037,1.01,85.19,5.46,-0.21,1.2
20260901,115739,25.912203771666668,-80.137538285,-2.6,-0.1,17.8,0.0,43.4,-0.06,0.0,-1.0,-2.07,Waypoint,-0.4,-57.7,90126.0,115703.0,29.971,46706.58,30.2,0.05,0.037,0.98,85.06,5.45,-0.22,1.2
20260901,115740,25.912195453333332,-80.13753304833334,-2.6,0.5,20.7,0.0,43.4,-0.11,-0.05,-1.04,-12.75,Waypoint,-5.2,-75.2,90126.0,115704.0,29.966,46673.0,30.17,0.05,0.038,0.97,84.91,5.44,-0.23,1.2
20260901,115741,25.912189981666668,-80.137526215,-3.7,1.4,29.5,0.0,43.4,-0.07,-0.02,-1.31,-23.59,Waypoint,-5.2,-75.2,90126.0,115705.0,29.961,46623.57,30.14,0.05,0.038,0.97,84.71,5.43,-0.23,1.2
20260901,115742,25.91218872,-80.13751968666666,-2.6,1.4,63.9,0.0,43.5,-0.18,0.03,-1.06,-21.7,Waypoint,-9.4,-41.0,90126.0,115706.0,29.945,46494.45,30.05,0.05,0.038,0.98,84.54,5.42,-0.23,1.2
20260901,115743,25.912189415,-80.137515045,-2.0,0.9,84.7,0.0,43.5,-0.05,-0.01,-0.97,-13.06,Waypoint,0.0,0.0,90126.0,115707.0,29.926,46375.09,29.96,0.06,0.038,1.03,84.38,5.42,-0.24,1.2
20260901,115744,25.912190406666667,-80.13751161,-2.1,0.2,89.8,0.0,43.5,-0.03,0.0,-1.0,-8.33,Waypoint,-0.1,51.1,90126.0,115708.0,29.909,46289.13,29.9,0.06,0.038,1.02,84.31,5.41,-0.25,1.2
20260901,115745,25.912191263333334,-80.13750879333334,-1.7,-0.4,91.7,0.0,43.5,0.01,0.08,-0.98,0.13,Waypoint,21.4,44.1,90126.0,115709.0,29.892,46224.18,29.85,0.06,0.038,1.02,84.28,5.42,-0.25,1.2
20260901,115746,25.9121921,-80.13750397833333,-1.9,-1.1,85.8,0.0,43.5,-0.04,0.0,-0.99,5.54,Waypoint,4.6,4.6,90126.0,115710.0,29.879,46182.76,29.82,0.06,0.038,1.04,84.29,5.42,-0.25,1.2
20260901,115747,25.912192798333333,-80.13749808833333,-1.5,-1.5,81.2,0.0,43.5,-0.02,0.07,-0.97,1.7,Waypoint,35.5,-13.1,90126.0,115711.0,29.867,46147.56,29.8,0.06,0.038,1.06,84.32,5.42,-0.24,1.2
20260901,115748,25.912193608333332,-80.13749112333333,-1.7,-1.1,77.2,0.0,43.4,-0.03,0.03,-1.0,-1.54,Waypoint,30.0,-4.6,90126.0,115712.0,29.859,46134.34,29.79,0.06,0.039,1.06,84.36,5.43,-0.24,1.2
20260901,115749,25.912194795,-80.13748230666667,-1.8,-0.0,72.8,0.0,43.4,0.0,0.02,-1.01,-1.14,Waypoint,27.0,-13.6,90126.0,115713.0,29.851,46127.53,29.78,0.06,0.039,1.02,84.43,5.43,-0.23,1.2
20260901,115750,25.912196588333334,-80.137471065,-1.9,0.4,76.8,0.0,43.4,-0.03,0.01,-1.04,0.35,Waypoint,32.1,-3.5,90126.0,115714.0,29.846,46123.73,29.78,0.06,0.039,1.03,84.48,5.44,-0.24,1.2
20260901,115751,25.91219849166667,-80.13746000666667,-1.6,-0.4,77.1,0.0,43.4,0.01,0.02,-0.99,-1.06,Waypoint,32.0,1.6,90126.0,115715.0,29.842,46124.46,29.78,0.06,0.039,1.03,84.55,5.44,-0.24,1.2
20260901,115752,25.912200555,-80.13744840833333,-1.6,-1.0,79.0,0.0,43.4,-0.0,0.05,-0.97,-0.67,Waypoint,34.0,5.8,90126.0,115716.0,29.84,46115.11,29.77,0.06,0.039,1.01,84.6,5.44,-0.22,1.2
20260901,115753,25.912202666666666,-80.13743639833334,-2.1,-0.7,78.2,0.0,43.4,-0.03,0.04,-0.97,-0.93,Waypoint,32.8,6.7,90126.0,115717.0,29.837,46135.97,29.79,0.06,0.039,1.0,84.65,5.45,-0.21,1.2
20260901,115754,25.91220486,-80.13742416166667,-2.2,0.0,78.8,0.0,43.4,-0.06,0.03,-1.04,-0.65,Waypoint,32.8,6.7,90126.0,115718.0,29.838,46199.98,29.84,0.06,0.039,0.94,84.7,5.45,-0.2,1.2
20260901,115755,25.912207195,-80.13741178833334,-2.1,-0.2,79.9,0.0,43.4,-0.03,0.02,-1.04,-0.13,Waypoint,33.0,11.8,90126.0,115719.0,29.843,46278.21,29.89,0.06,0.039,0.94,84.74,5.45,-0.2,1.2
20260901,115756,25.912209484999998,-80.13739935833334,-1.9,-0.5,77.2,0.0,43.4,-0.05,0.04,-1.02,-0.44,Waypoint,34.0,5.2,90126.0,115720.0,29.852,46368.26,29.96,0.06,0.039,0.93,84.74,5.45,-0.18,1.2
20260901,115757,25.912211875,-80.13738709,-1.8,-0.3,80.0,0.0,43.4,-0.02,-0.01,-0.98,0.19,Waypoint,33.0,13.2,90126.0,115721.0,29.865,46419.36,29.99,0.06,0.039,0.93,84.72,5.44,-0.18,1.2
20260901,115758,25.912214265,-80.13737468,-1.7,-0.7,75.3,0.0,43.4,-0.04,0.03,-0.92,-0.84,Waypoint,33.0,3.7,90126.0,115722.0,29.875,46449.25,30.01,0.06,0.039,0.91,84.67,5.44,-0.17,1.2
20260901,115759,25.912216771666667,-80.137362235,-1.8,-0.4,73.3,0.0,43.4,-0.04,0.0,-0.97,-0.97,Waypoint,32.0,0.6,90126.0,115723.0,29.884,46462.11,30.02,0.06,0.039,0.9,84.6,5.43,-0.17,1.2
20260901,115800,25.912219525,-80.13734943333333,-2.6,-0.4,214.1,0.0,43.4,-0.06,0.03,-0.97,-1.17,Waypoint,4.6,4.6,90126.0,115724.0,29.89,46474.3,30.03,0.06,0.039,0.93,84.54,5.43,-0.16,1.2
20260901,115801,25.91222166,-80.13733951333333,-1.7,-1.3,211.1,0.0,43.5,-0.03,0.06,-0.96,2.49,Waypoint,-0.3,59.9,90126.0,115725.0,29.895,46464.46,30.03,0.06,0.039,0.92,84.49,5.43,-0.16,1.2
20260901,115802,25.912222706666668,-80.13732973833334,-1.5,-1.8,208.2,0.0,43.4,-0.03,0.07,-0.98,13.06,Waypoint,-5.2,75.2,90126.0,115726.0,29.897,46443.49,30.01,0.06,0.039,0.94,84.44,5.42,-0.15,1.2
20260901,115803,25.912221033333335,-80.13732026666666,-2.5,-1.0,197.0,0.0,43.4,-0.14,0.0,-0.99,20.48,Waypoint,-5.2,75.2,90126.0,115727.0,29.896,46399.71,29.98,0.06,0.039,0.93,84.39,5.42,-0.17,1.2
20260901,115804,25.912216991666668,-80.13731353166666,-2.7,-0.0,165.0,0.0,43.4,-0.03,-0.01,-1.02,16.01,Waypoint,-7.2,51.2,90126.0,115728.0,29.894,46347.14,29.94,0.06,0.039,0.9,84.36,5.42,-0.17,1.2
20260901,115805,25.912212868333334,-80.13730944166667,-2.3,0.6,156.5,0.0,43.4,-0.05,-0.03,-1.02,8.76,Waypoint,6.0,51.2,90126.0,115729.0,29.891,46292.1,29.9,0.06,0.039,0.95,84.32,5.42,-0.18,1.2
20260901,115806,25.91220914,-80.137306295,-2.1,0.4,151.0,0.0,43.4,-0.03,0.0,-1.0,4.12,Waypoint,12.4,12.4,90126.0,115730.0,29.888,46257.58,29.88,0.06,0.039,0.93,84.3,5.42,-0.19,1.2
20260901,115807,25.912205411666665,-80.13730326666666,-1.5,0.1,150.2,0.0,43.4,-0.01,0.03,-0.99,1.71,Waypoint,28.0,16.1,90126.0,115731.0,29.886,46222.15,29.85,0.06,0.039,0.98,84.3,5.42,-0.2,1.2
20260901,115808,25.912200628333334,-80.13729942166667,-1.6,-0.1,148.0,0.0,43.4,0.01,-0.02,-0.98,1.94,Waypoint,31.0,7.5,90126.0,115732.0,29.884,46201.1,29.84,0.06,0.039,1.01,84.32,5.42,-0.2,1.2
20260901,115809,25.912194201666665,-80.13729439833334,-1.5,-0.2,143.8,0.0,43.4,-0.01,0.02,-0.97,0.11,Waypoint,34.0,2.5,90126.0,115733.0,29.881,46179.08,29.82,0.06,0.039,1.0,84.33,5.42,-0.21,1.2
20260901,115810,25.912185493333332,-80.13728775166666,-1.6,-0.2,146.9,0.0,43.4,-0.02,-0.02,-0.98,1.71,Waypoint,33.0,6.4,90126.0,115734.0,29.875,46167.93,29.81,0.06,0.039,0.97,84.33,5.42,-0.21,1.2
20260901,115811,0.0,0.0,-2.0,-0.3,148.0,0.0,43.5,0.0,-0.03,-1.02,0.34,Waypoint,33.0,7.5,90126.0,115735.0,29.87,46165.72,29.81,0.06,0.039,0.98,84.3,5.42,-0.22,1.2
20260901,115812,25.912167556666667,-80.13727397166667,-1.9,-0.3,150.5,0.0,43.5,-0.03,0.02,-1.02,0.62,Waypoint,30.3,9.4,90126.0,115736.0,29.866,46162.63,29.81,0.06,0.039,0.94,84.27,5.42,-0.23,1.2
20260901,115813,25.912158288333334,-80.13726686,-1.4,-0.2,145.6,0.0,43.5,-0.01,0.02,-0.96,0.45,Waypoint,34.0,4.6,90126.0,115737.0,29.862,46156.01,29.8,0.06,0.039,0.93,84.22,5.42,-0.24,1.2
20260901,115814,25.912148775,-80.13725943333333,-2.6,0.0,142.2,0.0,43.5,-0.03,-0.03,-1.0,-0.98,Waypoint,30.9,6.7,90126.0,115738.0,29.859,46159.78,29.81,0.06,0.039,0.96,84.18,5.41,-0.25,1.2
20260901,115815,25.912139401666668,-80.13725193333333,-2.9,-0.4,142.8,0.0,43.5,-0.04,0.02,-1.06,0.84,Waypoint,35.2,7.2,90126.0,115739.0,29.858,46167.93,29.81,0.06,0.039,1.01,84.16,5.41,-0.25,1.2
20260901,115816,25.912130276666666,-80.13724482,-3.4,-0.2,332.0,0.0,43.5,-0.07,-0.0,-1.05,-0.77,Waypoint,4.8,-4.8,90126.0,115740.0,29.858,46196.59,29.83,0.06,0.039,0.98,84.17,5.41,-0.25,1.2
20260901,115817,25.912122505,-80.13723849333333,-2.6,-0.2,322.9,0.0,43.5,-0.05,0.01,-1.0,0.11,Waypoint,5.1,5.1,90126.0,115741.0,29.858,46230.76,29.86,0.06,0.039,0.96,84.2,5.41,-0.25,1.2
20260901,115818,25.912115588333332,-80.13723282666666,-2.7,-0.3,319.9,0.0,43.5,-0.05,0.0,-1.02,2.02,Waypoint,-0.4,48.1,90126.0,115742.0,29.858,46262.77,29.88,0.06,0.039,0.9,84.22,5.42,-0.24,1.2
20260901,115819,25.9121085,-80.1372281,-1.8,-1.1,323.8,0.0,43.5,-0.03,0.08,-0.98,13.41,Waypoint,-5.2,75.2,90126.0,115743.0,29.858,46286.8,29.9,0.06,0.038,0.83,84.22,5.41,-0.25,1.2
20260901,115820,25.912100646666666,-80.13722598333334,-2.2,-1.8,318.0,0.0,43.5,-0.04,0.22,-1.26,23.0,Waypoint,-5.2,75.2,90126.0,115744.0,29.858,46284.42,29.9,0.06,0.038,0.82,84.21,5.41,-0.24,1.2
20260901,115821,25.912093701666667,-80.13722782,-1.8,-1.8,295.2,0.0,43.5,-0.04,0.05,-0.77,26.58,Waypoint,-5.2,75.2,90126.0,115745.0,29.857,46266.11,29.88,0.06,0.038,0.8,84.19,5.41,-0.25,1.2
20260901,115822,0.0,0.0,-2.2,-1.2,274.8,0.0,43.4,-0.01,0.0,-0.97,22.11,Waypoint,-11.1,34.2,90126.0,115746.0,29.857,46240.89,29.86,0.05,0.038,0.78,84.18,5.41,-0.25,1.2
20260901,115823,25.91208795,-80.13723485,-2.7,-2.0,273.2,0.0,43.5,-0.04,0.03,-1.0,13.39,Waypoint,6.7,11.7,90126.0,115747.0,29.858,46199.14,29.83,0.06,0.038,0.83,84.18,5.41,-0.26,1.2
20260901,115824,25.912086871666666,-80.137237665,-2.2,-2.4,271.2,0.0,43.4,-0.03,0.03,-0.96,9.68,Waypoint,21.9,0.3,90126.0,115748.0,29.859,46141.91,29.79,0.06,0.038,0.85,84.2,5.42,-0.24,1.2
