Date,Time,Latitude,Longitude,Pitch (degrees),Roll (degrees),Heading (degrees Magnetic),Heave,Temperature in electronics box (degrees C),"Acceleration x, forward (G)","Acceleration y, starboard (G)","Acceleration z, down (G)",Yaw rate [degrees/s],Control Mode,Thrust (% Thrust),Thrust difference (% Thrust),Date (MMDDYY),Time (HHMMSS),Temperature (C),Specific Conductance (uS/cm),Salinity (PPT),Pressure (psia),Depth (m),Chlorophyll (ug/L),ODO (%Sat),ODO (mg/L),Turbidity (FNU),Wiper Position (V)
20260901,115508,25.912505298333333,-80.13754379833334,-1.9,0.2,344.6,0.0,43.3,-0.04,-0.05,-1.01,-9.11,Waypoint,12.1,-12.1,90126.0,115431.0,29.837,46537.2,30.08,0.05,0.036,1.14,81.09,5.21,0.01,1.2
20260901,115508,25.91250664,-80.13754385,-2.4,-0.2,344.4,0.0,43.2,-0.03,0.02,-1.01,-6.84,Waypoint,20.0,-7.3,90126.0,115432.0,29.838,46566.24,30.1,0.05,0.036,1.15,81.13,5.21,0.01,1.2
20260901,115509,25.912509028333332,-80.137544165,-1.7,-0.1,344.2,0.0,43.2,0.0,0.02,-1.01,-5.07,Waypoint,25.0,-3.8,90126.0,115433.0,29.839,46569.33,30.1,0.05,0.035,1.18,81.15,5.21,0.02,1.2
20260901,115510,25.912512811666666,-80.13754489833333,-1.5,0.0,337.4,0.0,43.2,-0.01,-0.01,-0.96,-4.92,Waypoint,22.0,-11.1,90126.0,115434.0,29.838,46553.18,30.09,0.05,0.034,1.21,81.17,5.21,0.01,1.2
20260901,115512,25.912517876666666,-80.13754642333333,-2.0,-0.2,338.7,0.0,43.2,-0.03,0.01,-0.98,-3.95,Waypoint,27.0,-4.4,90126.0,115435.0,29.836,46526.71,30.07,0.05,0.034,1.22,81.2,5.22,0.01,1.2
20260901,115513,25.912523886666666,-80.13754867833333,-1.5,-0.2,340.5,0.0,43.2,-0.01,-0.03,-1.01,-3.01,Waypoint,32.0,2.3,90126.0,115436.0,29.835,46521.91,30.07,0.05,0.035,1.23,81.25,5.22,-0.0,1.2
20260901,115514,25.91253105,-80.137551675,-1.9,-0.2,337.4,0.0,43.2,-0.01,-0.01,-0.98,-2.85,Waypoint,32.0,-1.4,90126.0,115437.0,29.834,46509.73,30.06,0.05,0.035,1.22,81.31,5.22,-0.01,1.2
20260901,115515,25.91253939,-80.13755556833334,-1.3,-0.4,342.7,0.0,43.2,-0.04,0.02,-1.0,-0.99,Waypoint,32.0,6.0,90126.0,115438.0,29.833,46521.66,30.07,0.05,0.035,1.19,81.38,5.23,-0.01,1.2
20260901,115516,25.912548333333334,-80.13755984666666,-2.0,-0.4,340.4,0.0,43.2,-0.0,-0.03,-1.0,-0.2,Waypoint,33.0,-1.2,90126.0,115439.0,29.833,46537.92,30.08,0.05,0.036,1.16,81.43,5.23,-0.02,1.2
20260901,115517,25.91255776,-80.137564505,-2.0,-0.4,342.4,0.0,43.2,0.0,0.01,-0.98,-0.4,Waypoint,31.0,5.0,90126.0,115440.0,29.833,46553.89,30.09,0.05,0.036,1.17,81.48,5.24,-0.02,1.2
20260901,115518,25.912568365,-80.13756978833334,-1.7,-0.4,340.5,0.0,43.2,-0.03,-0.0,-1.01,0.31,Waypoint,30.3,3.2,90126.0,115441.0,29.833,46583.89,30.11,0.05,0.037,1.18,81.53,5.24,-0.0,1.2
20260901,115519,25.912577788333333,-80.13757450333334,-2.0,-0.4,337.2,0.0,43.2,-0.03,-0.02,-1.02,-0.4,Waypoint,30.3,3.2,90126.0,115442.0,29.834,46548.18,30.09,0.05,0.037,1.12,81.57,5.24,-0.01,1.2
20260901,115519,25.912577788333333,-80.13757450333334,-2.0,-0.4,340.2,0.0,43.2,-0.03,-0.02,-1.02,-0.4,Waypoint,32.0,-0.6,90126.0,115443.0,29.834,46490.52,30.05,0.05,0.038,1.08,81.58,5.24,-0.01,1.2
20260901,115520,25.912587461666668,-80.13757950833333,-2.1,-0.5,343.5,0.0,43.2,-0.04,0.02,-1.0,-0.07,Waypoint,29.0,9.6,90126.0,115444.0,29.833,46438.67,30.01,0.06,0.038,1.03,81.61,5.25,-0.04,1.2
20260901,115521,25.912597213333335,-80.13758456333333,-1.9,-0.5,339.1,0.0,43.2,-0.06,0.01,-1.04,-0.19,Waypoint,33.0,-0.8,90126.0,115445.0,29.831,46397.8,29.98,0.06,0.039,1.01,81.66,5.25,-0.05,1.2
20260901,115522,25.912606766666666,-80.137589595,-1.8,-0.3,341.1,0.0,43.2,-0.03,0.02,-1.01,-0.06,Waypoint,31.0,7.6,90126.0,115446.0,29.83,46371.99,29.96,0.06,0.039,1.02,81.76,5.26,-0.07,1.2
20260901,115523,25.912616283333332,-80.13759449833333,-2.1,-0.4,349.6,0.0,43.2,-0.02,0.04,-0.99,0.48,Waypoint,30.4,8.5,90126.0,115447.0,29.829,46363.43,29.95,0.06,0.039,0.99,81.87,5.26,-0.08,1.2
20260901,115524,25.912625948333332,-80.13759925833334,-2.0,-0.5,341.0,0.0,43.2,-0.08,0.04,-0.99,0.39,Waypoint,32.0,1.3,90126.0,115448.0,29.828,46397.19,29.98,0.06,0.039,1.01,82.0,5.27,-0.09,1.2
20260901,115525,25.912635561666665,-80.13760395833333,-1.6,-0.6,340.1,0.0,43.2,-0.02,0.03,-1.0,-0.25,Waypoint,33.0,2.7,90126.0,115449.0,29.829,46369.0,29.96,0.06,0.039,1.01,82.09,5.28,-0.09,1.2
20260901,115526,25.912645158333333,-80.13760875666667,-2.2,-0.7,341.5,0.0,43.2,-0.03,0.03,-1.02,-0.07,Waypoint,31.0,6.0,90126.0,115450.0,29.829,46362.82,29.95,0.06,0.04,1.04,82.19,5.28,-0.09,1.2
20260901,115527,25.912654968333335,-80.13761366333334,-2.3,-0.8,343.6,0.0,43.2,-0.06,0.01,-1.0,0.22,Waypoint,30.0,7.3,90126.0,115451.0,29.829,46377.0,29.96,0.06,0.04,1.04,82.28,5.29,-0.08,1.2
20260901,115528,25.912665778333334,-80.13761906166667,-1.7,-0.5,341.4,0.0,43.2,-0.02,0.03,-1.01,-0.33,Waypoint,32.0,8.2,90126.0,115452.0,29.831,46406.04,29.99,0.06,0.04,1.03,82.36,5.3,-0.07,1.2
20260901,115529,25.912675395,-80.137623955,-2.0,-0.6,341.7,0.0,43.2,-0.02,0.05,-1.0,0.46,Waypoint,31.0,10.2,90126.0,115453.0,29.834,46457.63,30.02,0.06,0.04,1.06,82.4,5.3,-0.07,1.2
20260901,115530,25.912685251666666,-80.13762853,-2.2,-0.6,341.7,0.0,43.3,-0.08,-0.01,-1.0,1.09,Waypoint,32.0,2.7,90126.0,115454.0,29.837,46511.51,30.06,0.06,0.041,1.12,82.39,5.29,-0.05,1.2
20260901,115531,25.912695248333332,-80.13763326,-1.7,-0.4,340.3,0.0,43.2,-0.04,-0.0,-1.05,-0.93,Waypoint,33.6,7.5,90126.0,115455.0,29.841,46546.71,30.09,0.06,0.041,1.14,82.33,5.29,-0.05,1.2
20260901,115532,25.912705205,-80.13763810666667,-1.8,-0.5,340.8,0.0,43.3,-0.05,-0.01,-1.02,0.31,Waypoint,32.0,11.8,90126.0,115456.0,29.845,46611.95,30.13,0.06,0.041,1.13,82.23,5.28,-0.04,1.2
20260901,115533,25.91271518,-80.13764292,-2.6,-0.4,164.2,0.0,43.3,-0.07,-0.02,-1.0,0.41,Waypoint,0.0,0.0,90126.0,115457.0,29.85,46689.13,30.19,0.06,0.041,1.14,82.1,5.27,-0.02,1.2
20260901,115534,25.912723933333332,-80.13764731166667,-2.4,-0.3,160.4,0.0,43.3,-0.05,-0.0,-1.01,-1.07,Waypoint,-0.7,-10.5,90126.0,115458.0,29.856,46710.7,30.2,0.06,0.041,1.16,81.89,5.26,-0.01,1.2
20260901,115535,25.912731246666667,-80.13765139666667,-1.6,-0.4,158.4,0.0,43.3,-0.02,-0.08,-1.01,-7.2,Waypoint,-1.8,-71.8,90126.0,115459.0,29.858,46696.22,30.19,0.06,0.041,1.14,81.66,5.24,-0.01,1.2
20260901,115536,25.912737578333335,-80.13765711833334,-2.4,0.8,146.2,0.0,43.3,-0.07,-0.05,-1.05,-20.76,Waypoint,-5.2,-75.2,90126.0,115500.0,29.859,46671.23,30.18,0.06,0.041,1.15,81.42,5.23,-0.03,1.2
20260901,115537,25.912740448333334,-80.13766366,-2.0,0.3,122.3,0.0,43.3,-0.06,-0.05,-1.05,-16.46,Waypoint,-5.3,-50.2,90126.0,115501.0,29.861,46610.26,30.13,0.06,0.041,1.13,81.23,5.22,-0.02,1.2
20260901,115538,25.912740516666666,-80.1376697,-2.0,1.5,130.4,0.0,43.3,-0.12,0.13,-1.09,-24.67,Waypoint,-4.0,-74.0,90126.0,115502.0,29.861,46554.27,30.09,0.06,0.041,1.1,81.08,5.21,-0.02,1.2
20260901,115539,25.912738111666666,-80.13767334833334,-2.0,2.4,129.4,0.0,43.3,-0.04,-0.08,-0.82,-29.31,Waypoint,-5.2,-75.2,90126.0,115503.0,29.861,46500.54,30.05,0.06,0.041,1.12,80.99,5.2,-0.04,1.2
20260901,115540,25.912734871666668,-80.13767401166666,-2.2,1.3,146.5,0.0,43.4,-0.13,-0.04,-1.07,-27.33,Waypoint,-5.9,-66.5,90126.0,115504.0,29.858,46412.2,29.99,0.06,0.041,1.11,80.92,5.2,-0.06,1.2
20260901,115541,25.912732745,-80.13767311833334,-2.5,0.2,159.3,0.0,43.4,-0.07,-0.02,-0.96,-15.93,Waypoint,-6.6,-13.3,90126.0,115505.0,29.852,46326.57,29.93,0.06,0.041,1.06,80.91,5.2,-0.08,1.2
20260901,115542,25.912731416666666,-80.137672295,-2.1,0.4,162.9,0.0,43.4,-0.07,0.01,-0.99,-10.56,Waypoint,8.1,-21.2,90126.0,115506.0,29.847,46229.12,29.86,0.06,0.041,1.06,80.96,5.21,-0.1,1.2
20260901,115543,25.91272959166667,-80.13767169833334,-2.7,-0.4,158.0,0.0,43.4,-0.05,-0.02,-1.05,-7.14,Waypoint,11.7,-11.7,90126.0,115507.0,29.839,46140.93,29.79,0.06,0.04,1.05,81.06,5.22,-0.11,1.2
20260901,115544,25.912726896666666,-80.13767091333334,-2.3,0.0,158.9,0.0,43.4,-0.04,0.02,-1.01,-7.29,Waypoint,19.0,-11.0,90126.0,115508.0,29.832,46082.29,29.75,0.06,0.04,1.05,81.25,5.23,-0.12,1.2
20260901,115545,25.912723285,-80.13766964666667,-1.6,-0.2,159.5,0.0,43.3,-0.0,0.02,-0.97,-5.93,Waypoint,24.0,-0.4,90126.0,115509.0,29.826,46021.06,29.71,0.06,0.041,1.03,81.45,5.24,-0.14,1.2
20260901,115546,25.912718191666666,-80.13766775666667,-2.3,0.0,154.8,0.0,43.3,0.0,0.01,-1.03,-1.09,Waypoint,26.0,-19.2,90126.0,115510.0,29.819,45909.82,29.63,0.06,0.04,1.03,81.71,5.26,-0.14,1.2
20260901,115547,25.91271149,-80.13766498,-2.5,-0.2,159.7,0.0,43.3,-0.06,0.03,-1.04,-2.42,Waypoint,31.0,-0.3,90126.0,115511.0,29.813,45901.12,29.62,0.06,0.041,1.02,81.98,5.28,-0.16,1.2
20260901,115548,25.912702681666666,-80.13766104833333,-2.5,-0.3,159.6,0.0,43.3,-0.06,0.01,-1.08,-0.32,Waypoint,33.3,-4.5,90126.0,115512.0,29.81,45926.29,29.64,0.06,0.041,0.98,82.34,5.31,-0.17,1.2
20260901,115549,25.912693425,-80.13765678666667,-1.8,-0.2,161.8,0.0,43.3,-0.04,0.06,-1.05,-1.11,Waypoint,34.0,0.3,90126.0,115513.0,29.81,46011.15,29.7,0.06,0.041,1.03,82.62,5.32,-0.16,1.2
20260901,115550,25.912683483333332,-80.137652115,-1.1,-0.1,163.9,0.0,43.3,-0.02,-0.01,-1.0,-0.36,Waypoint,32.0,4.1,90126.0,115514.0,29.811,46114.71,29.78,0.06,0.041,1.06,82.81,5.33,-0.15,1.2
20260901,115552,25.912673158333334,-80.13764706,-1.6,0.0,159.6,0.0,43.3,-0.02,0.01,-0.98,0.12,Waypoint,34.2,-2.9,90126.0,115515.0,29.812,46198.69,29.84,0.06,0.041,1.05,82.87,5.33,-0.15,1.2
20260901,115552,25.912662553333334,-80.13764189833333,-1.5,-0.1,335.4,0.0,43.3,-0.03,-0.01,-1.02,0.79,Waypoint,14.9,14.9,90126.0,115516.0,29.814,46281.78,29.9,0.06,0.041,1.04,82.86,5.33,-0.14,1.2
20260901,115553,25.912652228333332,-80.13763695,-1.7,-0.1,333.5,0.0,43.3,-0.06,0.01,-0.98,0.32,Waypoint,5.0,5.0,90126.0,115517.0,29.818,46396.31,29.98,0.06,0.041,1.02,82.82,5.33,-0.13,1.2
20260901,115554,25.912643278333334,-80.1376327,-1.1,-0.1,323.5,0.0,43.3,-0.03,-0.0,-0.94,0.61,Waypoint,-0.5,39.2,90126.0,115518.0,29.822,46450.07,30.02,0.06,0.041,1.02,82.7,5.32,-0.11,1.2
20260901,115555,25.912635098333332,-80.13762908166666,-0.5,-0.1,324.2,0.0,43.3,-0.01,0.01,-0.87,5.9,Waypoint,-5.2,75.2,90126.0,115519.0,29.826,46532.93,30.08,0.06,0.041,1.01,82.54,5.31,-0.09,1.2
20260901,115556,25.912626456666665,-80.13762708,-2.2,-1.3,331.1,0.0,43.3,-0.14,0.07,-1.16,17.17,Waypoint,-5.2,75.2,90126.0,115520.0,29.831,46570.63,30.1,0.06,0.04,0.99,82.33,5.29,-0.07,1.2
20260901,115557,25.91261865,-80.13762846833333,-2.8,-1.6,312.2,0.0,43.3,-0.18,0.05,-1.08,21.02,Waypoint,-5.2,75.2,90126.0,115522.0,29.839,46568.82,30.1,0.06,0.039,1.01,81.91,5.26,-0.08,1.2
20260901,115558,25.912612956666667,-80.13763275833334,-2.7,-1.8,296.0,0.0,43.3,-0.06,0.03,-0.84,23.07,Waypoint,-5.8,66.6,90126.0,115522.0,29.839,46567.41,30.1,0.06,0.039,1.03,81.86,5.26,-0.07,1.2
20260901,115559,25.912610573333332,-80.13763714,-2.2,-1.2,269.6,0.0,43.3,-0.05,0.0,-0.98,18.43,Waypoint,-10.0,10.0,90126.0,115523.0,29.842,46556.11,30.09,0.06,0.039,1.05,81.69,5.25,-0.04,1.2
20260901,115600,25.912609578333335,-80.137640555,-2.2,-0.6,263.9,0.0,43.3,-0.04,0.0,-0.98,12.59,Waypoint,-6.4,-6.4,90126.0,115524.0,29.844,46516.51,30.06,0.06,0.039,0.99,81.5,5.24,-0.03,1.2
20260901,115601,25.912609038333333,-80.13764329833333,-2.1,-0.2,263.2,0.0,43.3,-0.02,-0.02,-1.01,7.71,Waypoint,30.1,-39.8,90126.0,115525.0,29.844,46448.57,30.02,0.06,0.038,0.94,81.37,5.23,-0.02,1.2
20260901,115602,25.912608296666665,-80.13764697333333,-1.5,0.4,259.0,0.0,43.3,0.02,0.05,-1.0,-2.36,Waypoint,19.9,-19.9,90126.0,115526.0,29.843,46371.08,29.96,0.05,0.038,0.92,81.31,5.23,-0.03,1.2
20260901,115603,25.912606943333333,-80.13765295666667,-1.9,-0.6,268.8,0.0,43.3,-0.01,-0.01,-0.98,-2.38,Waypoint,34.0,10.7,90126.0,115527.0,29.84,46298.0,29.91,0.05,0.038,0.94,81.32,5.23,-0.04,1.2
20260901,115604,25.9126054,-80.13766058833333,-1.7,-0.7,266.8,0.0,43.3,-0.03,-0.01,-1.01,-0.18,Waypoint,34.0,-0.0,90126.0,115528.0,29.838,46298.09,29.91,0.05,0.037,0.93,81.45,5.24,-0.05,1.2
20260901,115605,25.912603538333332,-80.13766986833333,-2.1,-0.1,260.4,0.0,43.3,-0.02,-0.01,-1.05,-1.47,Waypoint,31.2,-6.4,90126.0,115529.0,29.837,46308.39,29.91,0.05,0.037,0.92,81.59,5.25,-0.05,1.2
20260901,115606,25.912601236666667,-80.137680235,-1.8,-0.9,264.5,0.0,43.3,-0.04,0.05,-1.03,-1.3,Waypoint,33.3,1.5,90126.0,115530.0,29.837,46305.15,29.91,0.05,0.037,0.93,81.72,5.26,-0.05,1.2
20260901,115607,25.912598811666665,-80.13769125666667,-2.0,-1.6,263.2,0.0,43.3,-0.04,0.01,-0.98,-0.62,Waypoint,34.0,0.8,90126.0,115531.0,29.837,46321.13,29.92,0.05,0.037,0.97,81.83,5.26,-0.05,1.2
20260901,115608,25.912596145,-80.13770380333334,-2.2,-0.1,259.3,0.0,43.3,-0.11,-0.03,-1.05,-0.83,Waypoint,32.0,-10.6,90126.0,115532.0,29.838,46321.93,29.92,0.05,0.037,0.99,81.95,5.27,-0.07,1.2
20260901,115609,25.912593678333334,-80.13771536333333,-2.1,-0.6,264.3,0.0,43.3,-0.08,0.02,-1.06,-0.39,Waypoint,33.0,0.2,90126.0,115533.0,29.839,46340.56,29.94,0.05,0.037,0.94,82.05,5.28,-0.09,1.2
20260901,115610,25.912591056666667,-80.13772715666667,-2.5,-0.9,89.9,0.0,43.3,-0.05,0.02,-1.0,-0.45,Waypoint,1.9,1.9,90126.0,115534.0,29.839,46374.45,29.96,0.05,0.037,0.91,82.12,5.28,-0.11,1.2
20260901,115611,25.91258865,-80.13773771,-2.9,-0.7,94.7,0.0,43.3,-0.06,0.01,-1.0,-0.9,Waypoint,-0.8,-10.8,90126.0,115535.0,29.84,46415.69,29.99,0.05,0.037,0.91,82.15,5.28,-0.12,1.2
20260901,115612,25.91258626833333,-80.13774696,-1.7,-0.2,99.6,0.0,43.3,0.01,-0.05,-1.0,-5.88,Waypoint,-1.8,-71.8,90126.0,115536.0,29.841,46460.37,30.02,0.05,0.037,0.89,82.17,5.28,-0.15,1.2
20260901,115613,25.912582438333335,-80.13775534166666,-2.0,0.8,91.3,0.0,43.3,-0.11,-0.07,-1.1,-19.83,Waypoint,-5.2,-75.2,90126.0,115538.0,29.842,46464.6,30.03,0.05,0.037,0.89,82.16,5.28,-0.16,1.2
20260901,115614,25.912576688333335,-80.137760295,-2.6,0.5,108.2,0.0,43.3,0.02,0.04,-0.91,-25.47,Waypoint,-5.2,-75.2,90126.0,115538.0,29.841,46484.6,30.04,0.05,0.037,0.88,82.12,5.28,-0.23,1.2
20260901,115615,25.912571241666665,-80.137761025,-2.9,0.9,131.5,0.0,43.4,-0.15,0.04,-1.0,-26.12,Waypoint,-6.7,-58.5,90126.0,115541.0,29.833,46493.71,30.05,0.05,0.037,0.8,81.9,5.26,-0.28,1.2
20260901,115616,25.912567348333333,-80.13775950666667,-2.9,0.3,145.7,0.0,43.4,-0.06,-0.0,-1.0,-16.58,Waypoint,0.0,0.0,90126.0,115541.0,29.833,46493.71,30.05,0.05,0.037,0.8,81.9,5.26,-0.28,1.2
20260901,115617,25.912564773333333,-80.13775767166666,-2.6,-0.1,157.8,0.0,43.4,-0.06,0.02,-0.99,-9.83,Waypoint,2.5,25.4,90126.0,115542.0,29.828,46467.67,30.03,0.05,0.037,0.79,81.71,5.25,-0.29,1.2
20260901,115618,25.912562536666666,-80.13775574666667,-2.0,-0.3,161.0,0.0,43.4,-0.01,0.06,-1.01,-2.35,Waypoint,30.9,32.5,90126.0,115543.0,29.822,46435.9,30.01,0.05,0.036,0.75,81.59,5.25,-0.31,1.2
20260901,115619,25.912558213333334,-80.137752935,-2.0,0.3,159.5,0.0,43.4,-0.03,0.0,-0.97,2.38,Waypoint,8.6,8.6,90126.0,115544.0,29.818,46417.11,29.99,0.05,0.036,0.76,81.45,5.24,-0.33,1.2
20260901,115620,25.912553355,-80.13775000833333,-1.7,0.3,160.0,0.0,43.4,0.07,0.01,-0.98,0.79,Waypoint,31.0,-6.6,90126.0,115545.0,29.816,46423.68,30.0,0.05,0.037,0.77,81.39,5.23,-0.34,1.2
20260901,115621,25.91254704,-80.13774617666667,-1.9,-0.1,153.3,0.0,43.3,-0.0,0.02,-1.0,-1.77,Waypoint,32.0,-8.7,90126.0,115546.0,29.817,46434.64,30.01,0.05,0.037,0.8,81.34,5.23,-0.34,1.2
20260901,115622,25.912539321666667,-80.13774136666666,-2.0,-0.1,153.5,0.0,43.3,0.04,0.02,-1.02,-1.42,Waypoint,33.1,-5.2,90126.0,115547.0,29.821,46453.93,30.02,0.05,0.037,0.8,81.32,5.23,-0.36,1.2
20260901,115623,25.912531008333332,-80.137735815,-1.8,-0.1,165.9,0.0,43.3,-0.03,-0.01,-1.0,-0.73,Waypoint,34.0,3.7,90126.0,115548.0,29.827,46472.77,30.03,0.05,0.037,0.78,81.31,5.23,-0.38,1.2
20260901,115624,25.912522115,-80.13772978833333,-1.7,-0.2,161.8,0.0,43.3,-0.04,-0.0,-0.97,1.19,Waypoint,29.0,8.2,90126.0,115549.0,29.831,46484.56,30.04,0.05,0.038,0.8,81.31,5.23,-0.38,1.2
20260901,115625,25.91251284333333,-80.13772386166667,-1.3,-0.0,166.1,0.0,43.3,-0.03,-0.01,-0.0,1.19,Waypoint,33.7,8.3,90126.0,115550.0,29.836,46511.02,30.06,0.05,0.038,0.77,81.3,5.22,-0.37,1.2
20260901,115627,25.912503108333333,-80.13771765833333,-2.2,-0.2,156.9,0.0,43.3,-0.0,0.01,-1.01,0.37,Waypoint,31.7,3.1,90126.0,115551.0,29.841,46566.42,30.1,0.06,0.038,0.78,81.29,5.22,-0.35,1.2
20260901,115627,25.912493353333332,-80.13771140333333,-2.1,-0.2,159.3,0.0,43.3,-0.04,-0.01,-1.0,-0.4,Waypoint,34.3,1.3,90126.0,115552.0,29.85,46617.95,30.14,0.06,0.038,0.77,81.28,5.22,-0.34,1.2
20260901,115628,25.912483726666668,-80.13770529833333,-2.7,-0.1,359.8,0.0,43.3,-0.06,0.01,-0.98,0.14,Waypoint,4.8,-4.8,90126.0,115553.0,29.857,46639.71,30.15,0.06,0.038,0.76,81.28,5.22,-0.34,1.2
20260901,115629,25.912474746666668,-80.13769951,-2.7,-0.1,15.2,0.0,43.3,-0.01,0.03,-0.97,-1.97,Waypoint,-0.4,-45.3,90126.0,115554.0,29.868,46670.51,30.18,0.06,0.038,0.75,81.29,5.22,-0.33,1.2
20260901,115630,25.912467545,-80.13769393833333,-2.2,0.5,21.0,0.0,43.4,-0.02,-0.13,-0.88,-12.24,Waypoint,-5.2,-75.2,90126.0,115555.0,29.878,46681.7,30.18,0.06,0.038,0.74,81.31,5.22,-0.32,1.2
20260901,115631,25.912462581666666,-80.13768661,-2.4,0.9,27.3,0.0,43.4,-0.07,0.02,-1.0,-25.42,Waypoint,-5.2,-75.2,90126.0,115556.0,29.885,46670.8,30.17,0.06,0.038,0.73,81.3,5.22,-0.32,1.2
20260901,115632,25.912461585,-80.13767981,-2.1,0.6,57.9,0.0,43.4,-0.07,-0.12,-1.0,-21.12,Waypoint,-7.9,-49.3,90126.0,115557.0,29.888,46634.75,30.15,0.06,0.038,0.71,81.3,5.22,-0.32,1.2
20260901,115633,25.912462451666666,-80.13767507333333,-1.6,0.1,76.4,0.0,43.4,-0.04,-0.01,-0.97,-14.67,Waypoint,0.0,0.0,90126.0,115558.0,29.888,46574.71,30.11,0.06,0.038,0.71,81.29,5.22,-0.32,1.2
20260901,115634,25.912463516666666,-80.13767158833333,-2.0,0.1,82.8,0.0,43.4,-0.04,0.05,-0.98,-7.33,Waypoint,-0.2,42.7,90126.0,115559.0,29.883,46526.08,30.07,0.06,0.038,0.72,81.28,5.22,-0.32,1.2
20260901,115635,25.912464458333332,-80.13766852,-1.5,0.4,87.0,0.0,43.4,-0.02,-0.02,-1.04,0.7,Waypoint,21.2,45.5,90126.0,115600.0,29.876,46491.38,30.05,0.06,0.038,0.69,81.27,5.22,-0.32,1.2
20260901,115636,25.912465740000002,-80.13766328333334,-1.7,-0.2,85.4,0.0,43.4,-0.03,0.0,-1.04,0.7,Waypoint,16.5,5.6,90126.0,115601.0,29.867,46470.06,30.03,0.06,0.038,0.71,81.28,5.22,-0.32,1.2
20260901,115637,25.912467051666667,-80.13765669333333,-1.6,-0.4,86.3,0.0,43.4,-0.03,-0.0,-1.0,3.08,Waypoint,27.0,6.7,90126.0,115602.0,29.861,46458.16,30.02,0.06,0.038,0.75,81.29,5.22,-0.31,1.2
