Date,Time,Latitude,Longitude,Pitch (degrees),Roll (degrees),Heading (degrees Magnetic),Heave,Temperature in electronics box (degrees C),"Acceleration x, forward (G)","Acceleration y, starboard (G)","Acceleration z, down (G)",Yaw rate [degrees/s],Control Mode,Thrust (% Thrust),Thrust difference (% Thrust),Date (MMDDYY),Time (HHMMSS),Temperature (C),Specific Conductance (uS/cm),Salinity (PPT),Pressure (psia),Depth (m),ODO (%Sat),ODO (mg/L),Turbidity (FNU),Wiper Position (V),Image ret
20250609,173859,25.912777,-80.13774,-0.9,-0.3,172.7,0.0,51.9,-0.02,0.0,-1.0,3.25,[b'Station Ke'],-0.9,-12.6,60925.0,173859.0,30.862,44060.91,28.26,14.76,10.208,35.1,2.24,0.0,0.0,1
20250609,173900,25.912777,-80.13774,-1.2,-0.4,0.0,0.0,51.9,-0.02,0.0,-1.01,2.67,[b'Standby'],0.0,0.0,60925.0,173900.0,31.13,44185.66,28.34,0.0,0.0,94.8,6.03,0.0,0.0,1
20250609,173901,25.912777,-80.13774,-1.1,-0.4,0.0,0.0,51.9,-0.02,0.01,-1.01,2.51,[b'Standby'],0.0,0.0,60925.0,173901.0,31.13,45063.95,28.98,2.95,2.038,94.63,6.0,0.0,0.0,1
20250609,173902,25.912777,-80.13774,-1.2,-0.6,0.0,0.0,51.9,-0.01,0.11,-1.0,7.37,[b'Waypoint'],-0.3,66.0,60925.0,173902.0,31.13,45052.93,28.97,13.27,9.175,94.55,5.99,0.0,0.0,1
20250609,173903,25.912777,-80.13774,-1.0,-0.7,340.7,0.0,51.9,0.03,0.2,-0.78,19.47,[b'Waypoint'],-5.2,75.2,60925.0,173903.0,31.13,45011.52,28.94,14.74,10.193,94.52,5.98,0.0,0.0,1
20250609,173904,25.912777,-80.13774,-0.8,-0.6,340.8,0.0,51.9,0.27,-0.55,-1.23,24.57,[b'Waypoint'],-5.2,75.2,60925.0,173904.0,31.13,44985.65,28.92,14.75,10.198,94.49,5.98,0.0,0.0,1
20250609,173905,25.912777,-80.13775,-0.2,-1.1,341.2,0.0,51.9,0.09,-0.08,-0.85,23.78,[b'Waypoint'],-5.2,75.2,60925.0,173906.0,31.13,41061.55,26.12,14.75,10.239,94.47,5.98,0.0,0.0,1
20250609,173906,25.912779,-80.13775,-0.5,-0.3,341.3,0.0,51.9,-0.09,0.2,-1.01,21.56,[b'Waypoint'],-6.3,62.6,60925.0,173907.0,31.129,44610.37,28.65,14.75,10.204,94.49,6.02,0.0,0.0,1
20250609,173908,25.91278,-80.13775,-1.4,0.2,341.6,0.0,51.9,-0.02,-0.07,-0.89,11.1,[b'Waypoint'],-2.4,33.7,60925.0,173908.0,31.129,44822.48,28.8,14.75,10.198,94.5,5.99,0.0,0.0,1
20250609,173909,25.912783,-80.13775,-0.8,-0.0,341.8,0.0,51.9,0.01,0.04,-1.0,8.87,[b'Waypoint'],6.0,20.7,60925.0,173909.0,31.129,44981.56,28.91,14.75,10.199,94.55,6.0,0.0,0.0,1
20250609,173910,25.912785,-80.13776,-0.9,-0.1,341.9,0.0,51.9,-0.0,0.02,-0.99,7.21,[b'Waypoint'],11.9,13.4,60925.0,173910.0,31.129,44926.43,28.87,14.75,10.198,94.62,5.99,0.0,0.0,1
20250609,173911,25.912788,-80.13776,-1.3,0.0,342.0,0.0,51.9,-0.02,-0.01,-1.01,5.45,[b'Waypoint'],11.6,11.6,60925.0,173911.0,31.129,44979.07,28.91,14.75,10.199,94.67,6.0,0.0,0.0,1
20250609,173912,25.91279,-80.13776,-1.0,-0.4,342.2,0.0,51.9,-0.01,0.0,-1.01,4.16,[b'Waypoint'],17.0,10.1,60925.0,173912.0,31.128,44907.02,28.86,14.75,10.199,94.72,6.0,0.0,0.0,1
20250609,173913,25.912794,-80.13776,-0.9,-0.3,342.2,0.0,51.9,-0.01,0.04,-1.01,2.2,[b'Waypoint'],19.0,13.2,60925.0,173913.0,31.128,44897.31,28.85,14.75,10.2,94.77,6.0,0.0,0.0,1
20250609,173914,25.9128,-80.137764,-1.0,-0.1,344.6,0.0,51.9,-0.0,-0.02,-1.01,3.01,[b'Waypoint'],19.0,10.0,60925.0,173915.0,31.128,44866.05,28.83,14.75,10.201,94.84,6.01,0.0,0.0,1
20250609,173915,25.912806,-80.137764,-0.9,-0.0,343.3,0.0,51.9,-0.02,0.02,-1.01,3.51,[b'Waypoint'],22.0,1.6,60925.0,173916.0,31.127,44830.18,28.81,14.75,10.202,94.88,6.01,0.0,0.0,1
20250609,173917,25.912817,-80.13777,-1.1,0.0,338.5,0.0,51.9,0.02,0.04,-0.98,0.29,[b'Waypoint'],23.0,0.8,60925.0,173917.0,31.127,44824.11,28.8,14.75,10.202,94.94,6.02,0.0,0.0,1
20250609,173918,25.912825,-80.13777,-0.9,-0.3,341.0,0.0,51.9,-0.01,0.05,-0.98,0.17,[b'Waypoint'],24.0,5.3,60925.0,173918.0,31.127,44808.69,28.79,14.75,10.203,94.99,6.02,0.0,0.0,1
20250609,173919,25.912832,-80.13778,-1.2,0.0,344.0,0.0,51.9,-0.02,0.04,-0.99,0.78,[b'Waypoint'],23.0,9.2,60925.0,173919.0,31.126,44782.23,28.77,14.75,10.203,95.01,6.02,0.0,0.0,1
20250609,173920,25.912838,-80.13778,-1.0,0.0,343.0,0.0,51.9,-0.03,-0.01,-1.0,-0.79,[b'Waypoint'],24.0,9.1,60925.0,173920.0,31.125,44743.98,28.74,14.75,10.203,94.98,6.02,0.0,0.0,1
20250609,173921,25.912846,-80.13778,-1.0,-0.2,335.9,0.0,51.9,0.0,-0.01,-1.0,-0.79,[b'Waypoint'],21.0,-1.3,60925.0,173922.0,31.122,44710.98,28.72,14.75,10.204,90.47,5.74,0.0,0.0,1
20250609,173922,25.912853,-80.13779,-1.2,-0.2,337.0,0.0,51.9,-0.04,-0.02,-1.0,-1.46,[b'Waypoint'],22.0,3.5,60925.0,173923.0,31.117,44692.55,28.71,14.75,10.204,87.74,5.56,0.0,0.0,1
20250609,173924,25.912867,-80.137794,-1.1,-0.0,334.1,0.0,51.9,-0.02,0.04,-0.97,-0.29,[b'Waypoint'],21.0,-7.6,60925.0,173924.0,31.108,44643.9,28.67,14.76,10.205,83.15,5.27,0.0,0.0,1
20250609,173925,25.912874,-80.137794,-1.1,0.0,332.7,0.0,51.9,-0.05,0.06,-0.99,-1.27,[b'Waypoint'],21.0,-4.3,60925.0,173925.0,31.1,44589.76,28.63,14.76,10.205,81.07,5.14,0.0,0.0,1
20250609,173926,25.912882,-80.1378,-1.0,-0.0,334.6,0.0,51.9,-0.08,0.07,-0.96,-0.62,[b'Waypoint'],22.0,-3.7,60925.0,173926.0,31.087,44475.54,28.55,14.76,10.206,73.58,4.67,0.0,0.0,1
20250609,173927,25.91289,-80.1378,-1.1,-0.1,333.9,0.0,51.9,-0.06,-0.04,-1.0,-1.05,[b'Waypoint'],22.0,-3.3,60925.0,173927.0,31.078,44405.29,28.5,14.76,10.206,70.2,4.46,0.0,0.0,1
20250609,173928,25.912895,-80.13781,-1.0,-0.0,338.5,0.0,51.9,-0.04,0.08,-0.98,-0.15,[b'Waypoint'],24.0,4.0,60925.0,173928.0,31.064,44328.18,28.45,14.76,10.207,65.72,4.18,0.0,0.0,1
20250609,173929,25.912903,-80.13781,-1.1,-0.0,340.1,0.0,51.9,-0.11,0.06,-0.99,0.09,[b'Waypoint'],23.0,6.5,60925.0,173930.0,31.055,44251.88,28.39,14.76,10.208,64.67,4.11,0.0,0.0,1
20250609,173930,25.91291,-80.13781,-1.1,-0.1,342.8,0.0,51.9,-0.01,0.01,-1.03,1.18,[b'Waypoint'],22.0,6.9,60925.0,173931.0,31.042,44157.87,28.33,14.76,10.208,62.72,3.99,0.0,0.0,1
20250609,173931,25.912918,-80.13782,-1.2,0.1,329.6,0.0,51.9,-0.06,-0.01,-1.0,-1.15,[b'Waypoint'],20.0,-12.0,60925.0,173932.0,31.032,44011.83,28.22,14.76,10.209,58.04,3.69,0.0,0.0,1
20250609,173932,25.912924,-80.13782,-1.1,-0.1,326.3,0.0,51.9,0.05,0.0,-0.99,0.01,[b'Waypoint'],25.0,-0.8,60925.0,173933.0,31.021,43930.32,28.16,14.76,10.21,55.97,3.56,0.0,0.0,1
20250609,173934,25.91294,-80.137825,-1.1,0.0,340.6,0.0,51.9,-0.05,-0.02,-1.04,-0.88,[b'Waypoint'],22.8,10.4,60925.0,173934.0,31.012,43856.82,28.11,14.76,10.21,54.38,3.46,0.0,0.0,1
20250609,173935,25.912947,-80.13783,-1.1,-0.2,339.3,0.0,51.9,-0.07,0.08,-1.0,0.37,[b'Waypoint'],22.0,7.9,60925.0,173935.0,31.008,43751.84,28.04,14.76,10.211,53.68,3.42,0.0,0.0,1
20250609,173936,25.912954,-80.13783,-1.0,0.0,332.1,0.0,51.9,-0.01,-0.06,-1.03,-0.84,[b'Waypoint'],23.0,-4.2,60925.0,173936.0,31.007,43668.5,27.98,14.76,10.211,52.94,3.38,0.0,0.0,1
20250609,173937,25.912962,-80.13784,-1.1,-0.0,336.7,0.0,51.9,-0.04,-0.04,-1.02,-0.54,[b'Waypoint'],23.0,9.6,60925.0,173937.0,31.008,43657.02,27.97,14.76,10.211,52.27,3.33,0.0,0.0,1
20250609,173938,0.0,0.0,-0.9,-0.1,335.0,0.0,51.9,0.03,0.03,-0.99,1.22,[b'Waypoint'],24.0,-1.2,60925.0,173939.0,31.011,43615.29,27.94,14.76,10.211,51.85,3.31,0.0,0.0,1
20250609,173939,25.912975,-80.13785,-1.2,0.0,334.3,0.0,51.9,-0.02,0.02,-1.02,-0.39,[b'Waypoint'],24.0,2.1,60925.0,173940.0,31.015,43634.25,27.95,14.76,10.211,51.31,3.27,0.0,0.0,1
20250609,173940,25.912983,-80.137856,-1.1,-0.0,341.4,0.0,51.9,-0.01,0.01,-0.98,0.7,[b'Waypoint'],25.6,-2.8,60925.0,173941.0,31.02,43607.71,27.93,14.76,10.212,50.97,3.25,0.0,0.0,1
20250609,173941,25.912989,-80.137856,-1.1,0.1,331.0,0.0,51.9,-0.02,0.02,-1.01,-0.96,[b'Waypoint'],23.0,-0.5,60925.0,173942.0,31.027,43597.88,27.92,14.76,10.212,50.52,3.22,0.0,0.0,1
20250609,173943,25.913004,-80.13786,-1.0,-0.1,332.4,0.0,51.9,-0.02,-0.04,-1.02,-0.55,[b'Waypoint'],24.0,0.9,60925.0,173943.0,31.032,43587.97,27.92,14.76,10.212,50.24,3.2,0.0,0.0,1
20250609,173944,25.91301,-80.13787,-1.1,-0.1,338.5,0.0,51.9,-0.02,-0.04,-0.98,1.02,[b'Waypoint'],22.0,10.8,60925.0,173944.0,31.039,43592.29,27.92,14.76,10.213,49.87,3.18,0.0,0.0,1
20250609,173945,25.913017,-80.13787,-1.0,-0.1,338.0,0.0,51.9,0.01,-0.01,-1.01,0.96,[b'Waypoint'],22.0,7.9,60925.0,173945.0,31.045,43660.95,27.97,14.76,10.213,49.64,3.16,0.0,0.0,1
20250609,173946,25.913025,-80.13788,-1.1,-0.0,336.3,0.0,51.9,-0.09,0.03,-0.99,0.94,[b'Waypoint'],24.0,2.8,60925.0,173947.0,31.051,43649.38,27.96,14.76,10.213,49.33,3.14,0.0,0.0,1
20250609,173947,25.913033,-80.13788,-1.2,0.0,331.1,0.0,51.9,-0.04,0.0,-1.01,-0.43,[b'Waypoint'],23.0,-3.0,60925.0,173948.0,31.057,43638.44,27.95,14.76,10.213,49.13,3.13,0.0,0.0,1
20250609,173948,25.913038,-80.137886,-1.2,0.0,323.4,0.0,51.9,-0.11,0.07,-0.95,-1.22,[b'Waypoint'],21.5,-11.4,60925.0,173949.0,31.061,43689.9,27.99,14.76,10.213,48.52,3.09,0.0,0.0,1
20250609,173949,25.913046,-80.137886,-1.0,-0.2,339.5,0.0,51.9,-0.01,0.02,-1.01,0.8,[b'Waypoint'],23.7,2.8,60925.0,173950.0,31.067,43620.01,27.94,14.76,10.213,47.98,3.06,0.0,0.0,1
20250609,173950,25.913052,-80.13789,-1.1,-0.1,340.1,0.0,51.9,0.13,-0.02,-1.05,0.34,[b'Waypoint'],21.0,10.1,60925.0,173951.0,31.073,43594.24,27.92,14.76,10.214,47.61,3.03,0.0,0.0,1
20250609,173952,25.913067,-80.1379,-1.0,-0.2,328.4,0.0,51.9,-0.07,0.02,-1.0,-0.96,[b'Waypoint'],21.0,-8.1,60925.0,173952.0,31.078,43548.23,27.89,14.76,10.214,47.15,3.01,0.0,0.0,1
20250609,173952,25.913067,-80.1379,-1.0,-0.2,328.4,0.0,51.9,-0.07,0.02,-1.0,-0.96,[b'Waypoint'],21.0,-8.1,60925.0,173953.0,31.084,43531.49,27.88,14.76,10.214,46.87,2.99,0.0,0.0,1
20250609,173954,25.91308,-80.13791,-1.1,-0.2,332.0,0.0,51.9,-0.05,-0.01,-1.01,-0.14,[b'Waypoint'],23.0,-4.2,60925.0,173954.0,31.09,43486.45,27.84,14.76,10.214,46.56,2.97,0.0,0.0,1
20250609,173955,25.913088,-80.13791,-1.1,-0.3,329.6,0.0,51.9,-0.02,0.12,-0.95,0.16,[b'Waypoint'],22.0,-9.0,60925.0,173956.0,31.095,43478.91,27.84,14.76,10.215,46.32,2.95,0.0,0.0,1
20250609,173956,25.913095,-80.13792,-1.3,-0.3,330.8,0.0,51.9,0.07,-0.02,-0.96,0.72,[b'Waypoint'],22.0,-11.1,60925.0,173957.0,31.102,43488.08,27.84,14.76,10.214,46.07,2.94,0.0,0.0,1
20250609,173957,25.913103,-80.13792,-1.2,-0.3,335.6,0.0,51.9,-0.03,0.01,-1.0,-0.22,[b'Station Ke'],1.3,1.3,60925.0,173958.0,31.108,43514.65,27.86,14.76,10.215,45.88,2.92,0.0,0.0,1
20250609,173959,25.913109,-80.137924,-1.6,-0.2,335.6,0.0,51.9,-0.03,0.01,-1.0,0.21,[b'Station Ke'],-0.0,0.0,60925.0,173959.0,31.114,43534.17,27.88,14.76,10.215,45.68,2.91,0.0,0.0,1
20250609,173959,25.913115,-80.137924,-1.0,-0.2,0.0,0.0,51.9,-0.06,0.01,-0.98,0.85,[b'Waypoint'],-0.5,45.3,60925.0,174000.0,31.119,43585.07,27.91,14.76,10.214,45.52,2.9,0.0,0.0,1
20250609,174001,25.91312,-80.137924,-1.6,-0.1,335.9,0.0,51.9,-0.04,-0.0,-1.01,2.47,[b'Station Ke'],0.0,0.0,60925.0,174001.0,31.124,43663.86,27.97,14.76,10.214,45.35,2.89,0.0,0.0,1
20250609,174002,25.91313,-80.13793,-1.2,0.1,261.6,0.0,51.9,-0.0,0.01,-0.94,-6.64,[b'Waypoint'],-0.9,-70.9,60925.0,174002.0,31.128,43689.11,27.99,14.76,10.213,45.22,2.88,0.0,0.0,1
20250609,174003,25.913134,-80.13793,-1.1,0.9,257.5,0.0,51.9,-0.09,-0.14,-0.96,-18.97,[b'Waypoint'],-6.5,-60.6,60925.0,174004.0,31.131,43779.25,28.05,14.76,10.213,45.08,2.87,0.0,0.0,1
20250609,174004,25.913136,-80.13794,-1.5,0.7,254.6,0.0,51.9,-0.01,0.05,-1.02,-17.35,[b'Waypoint'],-1.5,-21.0,60925.0,174005.0,31.134,43823.27,28.08,14.76,10.213,44.96,2.86,0.0,0.0,1
20250609,174005,25.913136,-80.13794,-1.2,0.5,252.0,0.0,52.0,-0.01,-0.01,-1.03,-12.06,[b'Waypoint'],1.7,-21.7,60925.0,174006.0,31.137,43952.11,28.18,14.76,10.212,44.83,2.85,0.0,0.0,1
20250609,174006,25.913137,-80.13795,-0.9,0.3,250.0,0.0,52.0,0.03,0.0,-1.03,-10.1,[b'Waypoint'],7.7,-12.0,60925.0,174007.0,31.139,43979.6,28.19,14.76,10.212,44.73,2.84,0.0,0.0,1
20250609,174007,25.913137,-80.13795,-1.1,0.4,248.2,0.0,52.0,-0.07,0.06,-1.0,-7.62,[b'Waypoint'],11.0,-11.0,60925.0,174008.0,31.141,44055.48,28.25,14.76,10.211,44.6,2.83,0.0,0.0,1
20250609,174008,25.913137,-80.13795,-1.0,0.2,246.7,0.0,52.0,-0.08,0.04,-0.97,-4.42,[b'Waypoint'],13.9,-15.7,60925.0,174009.0,31.142,44082.94,28.27,14.76,10.211,44.52,2.83,0.0,0.0,1
20250609,174009,25.913137,-80.137955,-0.7,1.0,244.7,0.0,52.0,-0.04,-0.02,-1.01,-4.83,[b'Waypoint'],16.0,-13.3,60925.0,174010.0,31.143,44123.88,28.3,14.76,10.21,44.4,2.82,0.0,0.0,1
20250609,174011,25.913136,-80.13796,-1.3,0.1,240.2,0.0,52.0,-0.04,-0.01,-1.03,-4.53,[b'Waypoint'],19.0,-2.9,60925.0,174011.0,31.144,44149.6,28.32,14.76,10.21,44.33,2.82,0.0,0.0,1
20250609,174012,25.913134,-80.13797,-1.0,0.3,227.9,0.0,52.0,-0.04,-0.0,-0.97,-3.89,[b'Waypoint'],18.9,-18.9,60925.0,174013.0,31.146,44148.99,28.32,14.76,10.21,44.23,2.81,0.0,0.0,1
20250609,174013,25.913132,-80.13797,-0.8,0.4,232.1,0.0,52.0,-0.01,0.04,-0.94,-6.03,[b'Waypoint'],7.4,-7.4,60925.0,174014.0,31.147,44134.67,28.31,14.76,10.21,44.17,2.81,0.0,0.0,1
20250609,174014,25.91313,-80.13798,-0.8,0.5,228.7,0.0,52.0,-0.08,-0.04,-0.96,-6.94,[b'Waypoint'],4.8,-4.8,60925.0,174015.0,31.148,44124.8,28.3,14.76,10.21,44.08,2.8,0.0,0.0,1
20250609,174015,25.913126,-80.137985,-1.2,0.7,233.6,0.0,52.0,-0.04,-0.02,-1.03,-1.68,[b'Waypoint'],25.3,3.7,60925.0,174016.0,31.149,44128.51,28.3,14.76,10.21,43.98,2.79,0.0,0.0,1
20250609,174017,25.913122,-80.137985,-1.4,-0.0,232.1,0.0,52.0,-0.02,-0.01,-1.03,-1.6,[b'Station Ke'],0.9,0.9,60925.0,174017.0,31.149,44143.3,28.31,14.76,10.21,43.91,2.79,0.0,0.0,1
20250609,174017,25.913118,-80.13799,-1.0,0.5,160.6,0.0,52.0,-0.01,-0.01,-1.01,-1.32,[b'Waypoint'],-1.3,11.2,60925.0,174018.0,31.149,44144.13,28.31,14.76,10.21,43.81,2.78,0.0,0.0,1
20250609,174018,25.913116,-80.13799,-0.9,0.3,159.2,0.0,52.0,-0.0,-0.03,-0.95,3.98,[b'Waypoint'],-1.1,6.8,60925.0,174019.0,31.149,44140.07,28.31,14.76,10.21,43.74,2.78,0.0,0.0,1
20250609,174020,25.913113,-80.138,-1.0,-0.0,156.7,0.0,52.0,-0.02,-0.01,-1.07,-1.87,[b'Waypoint'],-0.9,-70.9,60925.0,174020.0,31.148,44139.78,28.31,14.76,10.21,43.62,2.77,0.0,0.0,1
20250609,174021,25.913109,-80.13801,-0.8,0.7,155.8,0.0,52.0,-0.02,-0.06,-1.08,-15.72,[b'Waypoint'],-5.2,-75.2,60925.0,174022.0,31.147,44120.9,28.3,14.76,10.209,43.53,2.77,0.0,0.0,1
20250609,174023,25.913107,-80.13801,-0.9,0.5,154.5,0.0,52.0,0.04,-0.18,-0.93,-17.68,[b'Waypoint'],-8.4,-38.4,60925.0,174023.0,31.147,44110.56,28.29,14.76,10.21,43.41,2.76,0.0,0.0,1
20250609,174023,25.913103,-80.13801,-1.0,0.3,153.7,0.0,52.1,-0.08,0.08,-0.93,-12.85,[b'Waypoint'],-0.3,-19.8,60925.0,174024.0,31.145,44308.24,28.43,14.76,10.209,43.28,2.75,0.0,0.0,1
20250609,174024,25.913101,-80.13801,-1.2,0.2,153.1,0.0,52.1,-0.01,-0.01,-1.03,-9.85,[b'Waypoint'],6.6,-12.5,60925.0,174025.0,31.143,44145.55,28.31,14.76,10.209,43.13,2.74,0.0,0.0,1
20250609,174025,25.9131,-80.13801,-1.0,0.2,152.7,0.0,52.1,0.02,-0.02,-1.01,-7.7,[b'Waypoint'],12.0,-9.6,60925.0,174026.0,31.141,44165.06,28.33,14.76,10.209,43.0,2.73,0.0,0.0,1
20250609,174026,25.913095,-80.13801,-0.8,0.2,152.3,0.0,52.1,0.0,-0.03,-0.98,-5.49,[b'Waypoint'],15.0,-5.7,60925.0,174027.0,31.139,44192.59,28.35,14.76,10.209,42.85,2.72,0.0,0.0,1
20250609,174028,25.913094,-80.13801,-0.7,0.1,152.0,0.0,52.0,-0.04,0.06,-0.99,-4.53,[b'Waypoint'],18.0,-3.9,60925.0,174028.0,31.137,44188.58,28.34,14.76,10.209,42.73,2.71,0.0,0.0,1
20250609,174030,25.913086,-80.138,-1.4,0.1,145.5,0.0,52.1,-0.04,0.05,-1.02,-3.63,[b'Waypoint'],19.0,-5.1,60925.0,174030.0,31.134,44184.82,28.34,14.76,10.209,42.59,2.71,0.0,0.0,1
20250609,174031,25.913082,-80.138,-1.4,0.0,142.8,0.0,52.1,0.0,0.02,-1.05,-3.36,[b'Waypoint'],24.2,-3.8,60925.0,174031.0,31.132,44185.41,28.34,14.76,10.208,42.48,2.7,0.0,0.0,1
20250609,174032,25.913078,-80.13799,-1.4,-0.0,153.7,0.0,52.1,0.02,0.03,-1.02,-0.07,[b'Waypoint'],23.0,6.1,60925.0,174032.0,31.129,44176.32,28.34,14.76,10.209,42.33,2.69,0.0,0.0,1
20250609,174033,25.913074,-80.13799,-1.0,0.0,151.2,0.0,52.1,-0.01,-0.03,-1.03,-0.99,[b'Waypoint'],24.0,0.8,60925.0,174033.0,31.126,44166.0,28.33,14.76,10.208,42.23,2.68,0.0,0.0,1
20250609,174034,25.913069,-80.137985,-0.7,0.0,151.3,0.0,52.1,-0.04,-0.03,-1.02,-0.5,[b'Waypoint'],23.0,1.2,60925.0,174034.0,31.12,44166.36,28.33,14.76,10.208,42.07,2.67,0.0,0.0,1
20250609,174035,25.913065,-80.137985,-1.1,0.0,147.9,0.0,52.1,-0.02,0.0,-0.99,-0.51,[b'Waypoint'],24.0,-4.6,60925.0,174035.0,31.116,44151.04,28.32,14.76,10.209,41.96,2.67,0.0,0.0,1
20250609,174036,25.91306,-80.13798,-1.2,-0.0,158.0,0.0,52.1,-0.03,0.01,-1.01,0.39,[b'Waypoint'],19.0,13.4,60925.0,174036.0,31.111,44138.98,28.31,14.76,10.208,41.8,2.66,0.0,0.0,1
20250609,174037,25.913054,-80.13798,-0.9,0.1,149.3,0.0,52.1,-0.04,-0.05,-1.04,-0.2,[b'Waypoint'],24.5,-3.6,60925.0,174037.0,31.106,44133.19,28.31,14.76,10.208,41.7,2.65,0.0,0.0,1
20250609,174038,25.913048,-80.13797,-0.8,-0.0,148.9,0.0,52.1,-0.05,-0.05,-1.03,0.4,[b'Waypoint'],22.6,-3.8,60925.0,174039.0,31.098,44117.93,28.3,14.76,10.208,41.57,2.64,0.0,0.0,1
20250609,174040,25.913034,-80.13796,-1.0,0.0,145.7,0.0,52.1,-0.05,-0.05,-1.05,-0.51,[b'Waypoint'],23.0,-9.6,60925.0,174040.0,31.092,44089.53,28.27,14.76,10.208,41.47,2.64,0.0,0.0,1
20250609,174041,25.913029,-80.137955,-0.9,-0.1,150.0,0.0,52.1,0.02,-0.11,-1.01,0.07,[b'Waypoint'],24.0,-2.7,60925.0,174041.0,31.082,44036.6,28.24,14.76,10.209,41.34,2.63,0.0,0.0,1
20250609,174042,25.913023,-80.137955,-0.9,-0.2,150.8,0.0,52.1,-0.02,-0.01,-1.01,0.25,[b'Waypoint'],23.0,0.3,60925.0,174042.0,31.072,44011.84,28.22,14.76,10.209,41.25,2.62,0.0,0.0,1
20250609,174043,25.913017,-80.13795,-0.7,-0.1,149.6,0.0,52.1,-0.03,0.04,-1.01,0.26,[b'Waypoint'],24.0,-2.3,60925.0,174043.0,31.065,43945.29,28.17,14.76,10.209,41.14,2.62,0.0,0.0,1
20250609,174044,25.913012,-80.13794,-0.6,0.0,149.5,0.0,52.1,0.02,0.04,-0.98,-0.71,[b'Waypoint'],24.0,-3.0,60925.0,174044.0,31.054,43895.64,28.14,14.76,10.209,41.05,2.61,0.0,0.0,1
20250609,174045,25.913006,-80.13794,-0.4,-0.0,147.9,0.0,52.1,-0.03,0.01,-0.96,-0.62,[b'Waypoint'],24.0,-2.0,60925.0,174045.0,31.046,43879.47,28.13,14.76,10.209,40.95,2.61,0.0,0.0,1
20250609,174046,25.913,-80.13793,-0.7,-0.1,151.4,0.0,52.1,-0.03,0.01,-1.0,0.42,[b'Waypoint'],23.4,1.7,60925.0,174046.0,31.033,43826.52,28.09,14.76,10.21,40.88,2.6,0.0,0.0,1
20250609,174047,25.912994,-80.137924,-1.1,-0.2,154.1,0.0,52.1,0.02,0.02,-0.99,0.55,[b'Waypoint'],22.0,7.0,60925.0,174048.0,31.023,43781.5,28.06,14.76,10.21,40.8,2.6,0.0,0.0,1
20250609,174049,25.912981,-80.13792,-0.8,0.0,148.5,0.0,52.1,-0.01,-0.03,-1.03,-0.49,[b'Waypoint'],24.0,-0.1,60925.0,174049.0,31.008,43766.68,28.05,14.76,10.21,40.73,2.6,0.0,0.0,1
20250609,174050,25.912975,-80.13791,-1.3,0.0,148.3,0.0,52.1,-0.03,0.0,-1.0,-0.15,[b'Station Ke'],-0.1,-1.2,60925.0,174051.0,30.984,43764.1,28.05,14.76,10.21,40.62,2.59,0.0,0.0,1
20250609,174052,25.912966,-80.1379,-1.2,-0.1,147.5,0.0,52.1,-0.03,0.0,-1.02,-2.09,[b'Station Ke'],0.0,0.0,60925.0,174052.0,30.976,43782.5,28.06,14.76,10.21,40.58,2.59,0.0,0.0,1
20250609,174053,25.912962,-80.1379,-0.9,-0.2,0.0,0.0,52.1,-0.02,-0.0,-1.0,-0.99,[b'Waypoint'],0.0,0.0,60925.0,174053.0,30.966,43824.54,28.09,14.76,10.21,40.54,2.59,0.0,0.0,1
20250609,174054,25.912958,-80.13789,-0.7,-0.0,120.3,0.0,52.1,-0.01,-0.02,-0.94,-0.97,[b'Waypoint'],9.9,-41.5,60925.0,174054.0,30.959,43876.72,28.13,14.76,10.21,40.52,2.58,0.0,0.0,1
20250609,174055,25.912956,-80.13789,0.0,-0.0,118.6,0.0,52.1,0.09,-0.05,-0.95,-5.51,[b'Waypoint'],11.5,-18.9,60925.0,174056.0,30.95,43893.57,28.14,14.76,10.21,40.51,2.58,0.0,0.0,1
20250609,174056,25.912956,-80.13789,-1.1,0.1,116.9,0.0,52.1,0.02,0.02,-1.02,-4.94,[b'Waypoint'],13.9,-15.3,60925.0,174057.0,30.944,43951.8,28.18,14.76,10.209,40.51,2.58,0.0,0.0,1
20250609,174057,25.912949,-80.137886,-1.1,0.0,115.5,0.0,52.1,-0.08,-0.02,-1.0,-4.34,[b'Waypoint'],15.0,-14.5,60925.0,174058.0,30.938,43970.12,28.19,14.76,10.209,40.54,2.59,0.0,0.0,1
20250609,174059,25.912943,-80.13787,-1.2,0.1,111.8,0.0,52.1,-0.02,0.11,-0.99,-4.21,[b'Waypoint'],18.0,-11.3,60925.0,174059.0,30.934,43993.27,28.21,14.76,10.209,40.58,2.59,0.0,0.0,1
20250609,174100,25.912941,-80.13786,-0.8,0.1,110.0,0.0,52.1,0.09,-0.04,-1.04,-4.08,[b'Waypoint'],19.0,-11.2,60925.0,174100.0,30.934,44044.16,28.25,14.76,10.209,40.65,2.59,0.0,0.0,1
20250609,174101,25.91294,-80.137856,-0.7,0.1,118.6,0.0,52.1,0.09,-0.12,-1.02,-3.68,[b'Station Ke'],4.8,4.8,60925.0,174101.0,30.935,44024.06,28.23,14.76,10.209,40.75,2.6,0.0,0.0,1
20250609,174102,25.912937,-80.137856,-1.2,-0.2,0.0,0.0,52.1,-0.03,0.01,-0.99,-0.23,[b'Waypoint'],5.0,-5.0,60925.0,174102.0,30.937,44036.03,28.24,14.76,10.209,40.86,2.61,0.0,0.0,1
